PoiID,FirstLevel,SecondLeve,ZoneID
1649,7,66,91
1650,6,13,91
1651,18,165,91
1652,13,64,91
1653,7,86,91
1654,13,57,91
1655,1,18,91
1656,4,179,91
1657,13,64,118
1658,4,19,118
1659,5,42,118
1660,8,56,118
1661,20,0,118
1662,13,57,118
1663,5,45,118
1664,5,43,118
1665,5,159,118
1666,0,146,118
1667,19,174,125
1668,19,75,125
1669,4,19,125
1670,19,75,125
1671,7,157,125
1672,5,45,125
1673,4,179,125
1674,16,52,125
1675,4,19,125
1676,9,93,125
1677,7,157,244
1678,1,7,244
1679,12,23,244
1680,10,46,244
1681,8,56,244
1682,7,157,244
1683,7,157,244
1684,18,165,244
1685,2,1,244
1686,1,7,244
1687,8,54,223
1688,5,155,223
1689,5,155,223
1690,13,156,223
1691,13,49,223
1692,13,156,223
1693,8,56,223
1694,3,24,223
1695,16,52,223
1696,12,78,223
1697,19,174,110
1698,8,56,110
1699,16,52,110
1700,1,18,110
1701,16,52,98
1702,0,146,98
1703,6,13,98
1704,1,7,98
1705,8,56,98
1706,20,177,98
1707,20,0,98
1708,5,44,98
1709,9,93,98
1710,12,82,98
1711,9,67,209
1712,10,94,209
1713,6,33,209
1714,1,18,209
1715,3,24,209
1716,1,7,209
1717,1,18,209
1718,1,7,209
1719,7,157,209
1720,20,81,209
1721,12,23,178
1722,18,165,178
1723,20,81,112
1724,12,78,112
1725,8,56,112
1726,3,24,112
1727,20,176,112
1728,11,116,112
1729,8,56,112
1730,3,24,112
1731,6,33,112
1732,20,81,112
1733,1,164,117
1734,0,145,117
1735,6,13,117
1736,16,61,117
1737,12,78,117
1738,20,81,117
1739,0,5,117
1740,7,157,117
1741,4,37,117
1742,12,141,117
1743,7,157,213
1744,20,177,213
1745,7,157,213
1746,4,19,213
1747,3,24,213
1748,2,10,213
1749,7,157,213
1750,7,157,213
1751,5,159,213
1752,9,92,213
1753,13,156,95
1754,5,44,95
1755,1,8,95
1756,12,78,95
1757,16,52,95
1758,7,157,92
1759,4,19,92
1760,7,86,92
1761,8,56,92
1762,6,33,92
1763,3,24,92
1764,3,24,92
1765,3,24,92
1766,3,24,92
1767,8,3,92
1768,3,24,220
1769,7,157,220
1770,4,36,220
1771,20,81,220
1772,3,24,220
1773,3,24,220
1774,3,24,220
1775,12,78,220
1776,7,137,220
1777,1,7,220
1778,7,29,103
1779,3,24,103
1780,3,24,103
1781,1,7,103
1782,7,137,103
1783,4,179,103
1784,3,24,103
1785,3,24,103
1786,1,8,103
1787,3,24,103
1788,9,95,121
1789,4,19,121
1790,6,80,121
1791,7,157,121
1792,7,157,121
1793,4,19,121
1794,16,52,226
1795,16,52,226
1796,16,52,226
1797,16,52,226
1798,16,52,226
1799,16,70,226
1800,16,70,226
1801,8,56,226
1802,3,24,226
1803,11,116,305
1804,12,128,305
1805,4,179,305
1806,13,57,305
1807,19,75,305
1808,11,116,305
1809,4,19,305
1810,3,24,305
1811,3,24,305
1812,16,52,305
1813,4,179,378
1814,0,145,378
1815,4,179,378
1816,1,7,378
1817,12,128,378
1818,13,4,378
1819,3,24,378
1820,11,118,378
1821,3,24,378
1822,11,118,378
1823,3,24,291
1824,8,71,291
1825,1,18,291
1826,11,117,291
1827,12,78,291
1828,16,52,291
1829,8,56,291
1830,19,174,291
1831,4,37,291
1832,13,64,291
1833,3,24,659
1834,6,33,659
1835,1,34,659
1836,1,8,659
1837,1,7,659
1838,12,128,659
1839,12,78,659
1840,6,32,659
1841,8,56,659
1842,8,71,659
1843,12,30,268
1844,7,29,268
1845,3,24,268
1846,8,56,268
1847,3,24,268
1848,3,24,268
1849,1,18,268
1850,13,154,268
1851,7,29,268
1852,11,118,268
1853,18,165,297
1854,20,81,297
1855,7,157,297
1856,9,93,297
1857,8,56,297
1858,8,56,297
1859,20,0,297
1860,12,130,297
1861,7,157,297
1862,16,61,297
1863,16,52,338
1864,1,18,338
1865,12,23,338
1866,19,174,338
1867,1,7,338
1868,16,52,338
1869,13,4,338
1870,19,75,338
1871,3,24,338
1872,3,24,338
1873,6,32,312
1874,16,70,312
1875,19,75,312
1876,8,56,312
1877,8,71,312
1878,1,18,312
1879,6,32,312
1880,6,32,312
1881,13,64,312
1882,16,59,312
1883,9,67,248
1884,0,145,248
1885,12,78,248
1886,3,24,248
1887,16,16,248
1888,3,24,248
1889,12,131,248
1890,0,145,248
1891,16,59,248
1892,0,146,248
1893,0,145,235
1894,0,145,235
1895,18,165,235
1896,4,37,313
1897,13,156,469
1898,3,24,469
1899,11,118,469
1900,11,116,469
1901,1,18,469
1902,0,145,469
1903,4,19,469
1904,2,119,469
1905,12,74,469
1906,9,92,469
1907,1,18,470
1908,12,131,470
1909,16,136,470
1910,3,24,470
1911,10,97,470
1912,4,19,470
1913,8,56,470
1914,9,92,470
1915,16,52,470
1916,4,179,470
1917,2,1,497
1918,3,24,497
1919,12,74,497
1920,8,56,497
1921,13,4,497
1922,11,117,497
1923,8,140,497
1924,3,24,497
1925,13,4,497
1926,12,131,497
1927,11,115,454
1928,17,20,454
1929,3,24,454
1930,6,33,454
1931,13,4,454
1932,9,92,454
1933,11,116,454
1934,16,52,454
1935,3,24,454
1936,12,128,454
1937,12,78,415
1938,13,57,415
1939,13,4,415
1940,4,179,415
1941,1,164,415
1942,13,150,415
1943,0,144,415
1944,12,74,415
1945,2,119,415
1946,13,64,415
1947,3,24,496
1948,4,179,496
1949,12,131,496
1950,16,52,496
1951,11,118,496
1952,1,18,496
1953,11,112,496
1954,11,115,496
1955,4,19,496
1956,20,81,496
1957,11,117,417
1958,19,75,417
1959,13,156,417
1960,8,56,417
1961,11,118,417
1962,4,19,417
1963,13,57,417
1964,11,115,417
1965,12,78,417
1966,13,64,417
1967,9,92,472
1968,6,33,472
1969,3,24,472
1970,4,19,472
1971,16,162,472
1972,2,1,472
1973,4,19,472
1974,12,23,472
1975,4,19,472
1976,4,19,472
1977,0,148,426
1978,0,145,426
1979,13,150,426
1980,6,80,426
1981,12,120,426
1982,0,146,426
1983,13,4,426
1984,20,177,426
1985,20,0,426
1986,20,0,426
1987,7,157,416
1988,12,58,416
1989,20,0,416
1990,13,156,416
1991,7,157,416
1992,12,23,416
1993,4,19,416
1994,2,119,416
1995,7,157,416
1996,11,118,416
1997,13,4,451
1998,7,157,451
1999,6,32,451
2000,13,4,451
2001,13,64,451
2002,6,32,451
2003,6,32,451
2004,6,32,451
2005,13,4,451
2006,13,4,451
2007,20,177,453
2008,8,140,453
2009,7,157,453
2010,0,146,453
2011,13,64,453
2012,4,19,453
2013,0,145,453
2014,13,57,453
2015,8,65,453
2016,7,86,453
2017,2,119,452
2018,7,157,452
2019,0,145,452
2020,13,64,452
2021,16,52,452
2022,5,155,452
2023,12,131,452
2024,16,52,452
2025,12,131,452
2026,16,70,452
2027,11,117,431
2028,13,4,431
2029,13,64,431
2030,16,52,431
2031,16,59,431
2032,12,74,431
2033,13,64,431
2034,4,19,431
2035,11,115,431
2036,11,118,431
2037,13,156,443
2038,13,64,443
2039,0,145,443
2040,16,52,443
2041,13,64,443
2042,0,145,443
2043,18,165,443
2044,7,86,443
2045,7,157,443
2046,0,145,443
2047,12,74,435
2048,8,56,435
2049,0,144,435
2050,19,75,435
2051,17,15,435
2052,8,56,435
2053,8,56,435
2054,4,179,435
2055,12,78,435
2056,4,19,435
2057,12,131,425
2058,0,145,425
2059,8,56,425
2060,5,159,425
2061,6,33,425
2062,4,179,425
2063,4,19,425
2064,20,81,422
2065,20,0,422
2066,0,146,422
2067,5,155,422
2068,6,33,422
2069,4,179,422
2070,3,24,422
2071,16,52,422
2072,1,18,422
2073,0,148,422
2074,3,24,418
2075,11,118,418
2076,11,115,418
2077,3,24,418
2078,1,7,418
2079,1,21,418
2080,12,128,418
2081,4,19,418
2082,0,146,521
2083,16,16,521
2084,12,78,521
2085,16,162,521
2086,1,18,521
2087,16,16,521
2088,8,56,521
2089,4,179,521
2090,4,179,521
2091,16,52,521
2092,18,165,547
2093,4,179,547
2094,3,24,547
2095,1,18,547
2096,13,64,547
2097,3,24,547
2098,18,165,547
2099,3,24,547
2100,3,24,547
2101,16,59,547
2102,6,32,509
2103,3,24,509
2104,8,140,509
2105,0,145,509
2106,16,16,509
2107,7,66,509
2108,13,4,509
2109,0,146,509
2110,13,49,509
2111,1,18,509
2112,16,59,513
2113,4,179,513
2114,0,148,513
2115,1,18,513
2116,12,131,513
2117,16,52,513
2118,3,24,513
2119,6,32,513
2120,13,4,513
2121,13,4,513
2122,13,64,558
2123,6,13,558
2124,16,52,558
2125,11,115,558
2126,6,33,558
2127,3,24,558
2128,16,52,558
2129,4,179,558
2130,6,79,558
2131,1,18,558
2132,18,165,580
2133,16,163,580
2134,16,61,580
2135,7,157,580
2136,0,145,580
2137,11,115,580
2138,13,64,580
2139,8,71,580
2140,0,145,580
2141,12,141,580
2142,10,94,508
2143,16,52,508
2144,13,156,508
2145,1,18,508
2146,8,56,508
2147,6,13,508
2148,10,99,508
2149,13,4,508
2150,5,155,508
2151,0,145,508
2152,12,131,535
2153,11,118,535
2154,3,24,535
2155,1,7,535
2156,1,8,535
2157,1,7,535
2158,3,24,535
2159,16,160,524
2160,12,74,524
2161,8,56,524
2162,3,24,524
2163,1,18,524
2164,12,78,524
2165,11,117,524
2166,18,165,524
2167,11,117,524
2168,4,19,524
2169,16,52,523
2170,11,118,523
2171,12,30,523
2172,16,52,523
2173,12,74,523
2174,3,24,523
2175,2,119,523
2176,11,111,523
2177,16,52,523
2178,16,52,523
2179,8,71,599
2180,12,78,599
2181,1,39,599
2182,18,165,599
2183,1,7,599
2184,12,78,599
2185,12,130,599
2186,12,23,599
2187,3,24,599
2188,6,13,599
2189,1,7,3
2190,1,7,3
2191,18,165,3
2192,18,165,3
2193,1,7,3
2194,18,165,3
2195,7,157,3
2196,7,157,3
2197,4,179,3
2198,1,39,90
2199,8,56,90
2200,16,52,90
2201,8,71,90
2202,16,52,90
2203,3,24,90
2204,3,24,90
2205,8,56,90
2206,6,32,90
2207,17,15,90
2208,4,179,84
2209,16,52,84
2210,5,44,84
2211,4,179,84
2212,1,7,84
2213,13,64,84
2214,13,4,84
2215,20,177,84
2216,4,19,84
2217,0,146,84
2218,2,119,200
2219,6,32,200
2220,13,4,200
2221,3,158,200
2222,6,13,200
2223,16,52,200
2224,12,128,200
2225,1,18,200
2226,12,74,200
2227,16,163,200
2228,0,145,182
2229,4,126,182
2230,13,156,182
2231,1,7,182
2232,4,167,182
2233,19,166,182
2234,12,78,182
2235,1,18,182
2236,19,174,182
2237,0,146,182
2238,0,145,77
2239,16,52,77
2240,16,52,77
2241,0,148,77
2242,12,131,77
2243,3,24,77
2244,13,64,77
2245,6,13,77
2246,13,156,77
2247,3,24,77
2248,12,23,93
2249,1,8,93
2250,20,177,93
2251,17,15,93
2252,16,52,93
2253,5,44,93
2254,20,0,93
2255,5,44,93
2256,13,4,93
2257,13,49,93
2258,0,151,133
2259,13,4,133
2260,9,93,133
2261,0,146,133
2262,8,56,133
2263,4,19,133
2264,3,24,133
2265,20,81,133
2266,2,125,133
2267,19,28,133
2268,20,0,142
2269,1,7,142
2270,1,18,142
2271,0,145,142
2272,6,13,142
2273,4,179,142
2274,13,4,142
2275,0,145,142
2276,7,86,142
2277,4,19,142
2278,2,119,191
2279,12,131,191
2280,3,24,191
2281,13,64,191
2282,0,145,191
2283,3,24,191
2284,7,138,191
2285,5,45,191
2286,16,52,191
2287,3,24,191
2288,9,92,102
2289,5,155,102
2290,20,0,102
2291,19,174,102
2292,7,66,102
2293,7,157,102
2294,16,52,102
2295,20,177,102
2296,0,148,102
2297,5,44,102
2298,7,66,169
2299,13,57,169
2300,7,157,169
2301,13,57,169
2302,12,131,169
2303,13,4,169
2304,16,52,169
2305,13,57,169
2306,0,145,169
2307,13,57,169
2308,4,19,159
2309,5,159,159
2310,16,52,159
2311,20,177,159
2312,12,58,159
2313,11,116,159
2314,13,4,159
2315,12,78,159
2316,19,75,159
2317,12,131,159
2318,5,155,129
2319,5,155,129
2320,19,174,129
2321,8,71,129
2322,0,146,129
2323,2,119,129
2324,2,119,129
2325,2,119,129
2326,5,159,129
2327,13,156,129
2328,13,4,100
2329,13,4,100
2330,13,64,100
2331,13,156,100
2332,17,20,100
2333,9,92,100
2334,4,19,100
2335,3,24,177
2336,12,130,177
2337,20,81,177
2338,4,19,177
2339,7,29,177
2340,1,18,177
2341,9,67,177
2342,1,7,177
2343,2,119,177
2344,6,33,177
2345,5,155,140
2346,16,52,140
2347,8,56,140
2348,19,75,140
2349,16,160,140
2350,6,33,140
2351,3,24,140
2352,3,24,140
2353,4,19,140
2354,1,18,140
2355,2,119,210
2356,5,155,210
2357,17,15,210
2358,0,145,210
2359,16,52,210
2360,2,119,210
2361,4,19,210
2362,5,45,210
2363,20,0,210
2364,3,35,210
2365,20,177,206
2366,19,75,206
2367,0,145,206
2368,12,127,206
2369,16,52,206
2370,5,159,206
2371,4,179,206
2372,4,19,206
2373,3,24,206
2374,0,146,206
2375,12,58,212
2376,4,36,212
2377,10,94,212
2378,3,24,212
2379,0,145,212
2380,5,44,212
2381,6,13,212
2382,12,130,212
2383,4,19,212
2384,12,78,212
2385,7,157,137
2386,11,118,137
2387,6,33,137
2388,17,20,137
2389,7,157,137
2390,7,157,137
2391,2,119,137
2392,7,157,137
2393,19,75,137
2394,1,7,137
2395,1,7,122
2396,12,55,122
2397,17,15,122
2398,5,159,122
2399,20,0,122
2400,20,81,122
2401,13,154,122
2402,4,19,122
2403,4,19,122
2404,7,157,122
2405,16,52,138
2406,6,33,138
2407,7,157,138
2408,5,159,138
2409,4,19,138
2410,7,157,138
2411,12,23,138
2412,9,92,138
2413,1,18,138
2414,8,56,138
2415,12,141,144
2416,1,18,144
2417,12,78,144
2418,7,29,144
2419,12,60,144
2420,5,45,144
2421,5,155,144
2422,3,24,144
2423,1,7,144
2424,10,99,144
2425,13,57,203
2426,12,131,203
2427,12,78,203
2428,0,148,203
2429,16,52,203
2430,0,145,105
2431,5,155,105
2432,5,159,105
2433,13,156,105
2434,5,155,105
2435,13,4,105
2436,0,148,105
2437,13,154,105
2438,19,28,105
2439,0,146,105
2440,20,177,97
2441,4,19,97
2442,19,75,97
2443,8,56,97
2444,20,177,97
2445,20,0,97
2446,5,44,97
2447,20,177,97
2448,19,75,97
2449,3,24,97
2450,2,119,189
2451,3,24,189
2452,16,52,189
2453,3,24,189
2454,13,156,189
2455,16,52,189
2456,12,130,189
2457,12,131,189
2458,5,159,189
2459,3,24,189
2460,20,0,240
2461,13,4,240
2462,3,24,240
2463,5,44,240
2464,8,71,240
2465,7,48,240
2466,4,179,240
2467,17,20,240
2468,3,24,240
2469,4,19,240
2470,7,48,151
2471,19,174,151
2472,20,177,151
2473,0,146,151
2474,20,81,151
2475,12,78,151
2476,6,13,151
2477,12,131,151
2478,5,155,151
2479,19,75,151
2480,4,19,237
2481,0,148,237
2482,2,10,237
2483,12,58,237
2484,13,154,237
2485,5,44,237
2486,6,13,237
2487,16,61,237
2488,13,154,237
2489,0,145,237
2490,5,44,149
2491,19,75,149
2492,12,74,149
2493,19,75,149
2494,3,24,149
2495,6,13,149
2496,12,78,149
2497,20,177,149
2498,7,157,149
2499,5,155,149
2500,8,56,158
2501,20,177,158
2502,4,19,158
2503,6,13,158
2504,3,24,158
2505,12,78,158
2506,12,78,158
2507,20,81,158
2508,12,78,158
2509,7,157,158
2510,19,98,113
2511,13,172,113
2512,2,11,113
2513,11,116,113
2514,1,7,113
2515,1,7,113
2516,4,19,113
2517,19,174,216
2518,12,130,216
2519,5,45,216
2520,3,24,216
2521,11,118,216
2522,7,157,216
2523,7,29,216
2524,8,56,216
2525,5,159,216
2526,8,71,216
2527,19,75,148
2528,12,128,148
2529,16,59,148
2530,19,174,148
2531,12,130,148
2532,19,174,148
2533,20,31,148
2534,12,128,148
2535,5,155,148
2536,12,131,148
2537,19,174,170
2538,12,131,170
2539,12,127,170
2540,2,119,170
2541,9,92,170
2542,5,44,170
2543,5,155,170
2544,1,7,170
2545,16,52,170
2546,1,18,202
2547,20,177,202
2548,3,24,202
2549,5,159,202
2550,0,146,202
2551,13,64,202
2552,13,150,202
2553,8,56,202
2554,9,95,202
2555,9,92,202
2556,0,146,230
2557,4,179,230
2558,3,24,230
2559,12,131,230
2560,20,177,230
2561,0,145,230
2562,16,52,230
2563,12,78,230
2564,3,24,230
2565,4,179,230
2566,12,130,175
2567,12,127,175
2568,12,127,175
2569,12,74,175
2570,1,7,175
2571,20,0,175
2572,7,22,175
2573,4,179,175
2574,4,179,175
2575,0,145,196
2576,4,19,196
2577,0,146,196
2578,8,56,196
2579,3,24,196
2580,4,19,196
2581,2,119,196
2582,16,52,196
2583,12,131,196
2584,4,19,196
2585,1,7,185
2586,16,52,185
2587,12,78,185
2588,5,155,185
2589,12,130,185
2590,8,71,185
2591,11,117,185
2592,8,56,185
2593,11,118,185
2594,11,116,185
2595,12,128,231
2596,12,128,231
2597,16,163,231
2598,12,128,231
2599,20,177,231
2600,7,66,231
2601,7,29,231
2602,7,48,231
2603,12,58,231
2604,9,93,231
2605,0,146,161
2606,16,52,161
2607,12,78,161
2608,12,78,161
2609,20,81,161
2610,7,48,161
2611,5,155,161
2612,12,141,161
2613,20,81,161
2614,8,71,161
2615,3,24,164
2616,12,78,164
2617,20,177,164
2618,20,81,164
2619,20,0,164
2620,16,52,164
2621,12,78,224
2622,12,74,224
2623,0,146,224
2624,8,71,224
2625,5,155,224
2626,4,19,224
2627,16,52,224
2628,0,146,165
2629,4,179,165
2630,16,52,165
2631,16,52,165
2632,8,56,233
2633,13,4,233
2634,4,19,233
2635,16,52,233
2636,16,52,233
2637,16,52,233
2638,9,92,233
2639,8,56,233
2640,5,159,233
2641,2,119,233
2642,13,64,239
2643,6,13,239
2644,13,4,239
2645,12,78,239
2646,10,96,239
2647,1,18,239
2648,0,145,239
2649,5,155,239
2650,12,78,239
2651,1,164,239
2652,2,119,82
2653,5,159,82
2654,11,117,82
2655,20,177,82
2656,20,0,82
2657,4,19,82
2658,13,64,234
2659,3,24,234
2660,17,15,234
2661,8,56,234
2662,13,64,234
2663,13,57,234
2664,17,15,234
2665,17,15,234
2666,4,19,234
2667,0,145,234
2668,1,39,172
2669,18,165,264
2670,16,52,264
2671,20,81,264
2672,1,7,264
2673,16,52,264
2674,13,64,264
2675,8,56,264
2676,5,42,264
2677,20,81,264
2678,0,145,264
2679,3,24,341
2680,8,56,341
2681,3,24,341
2682,6,13,341
2683,3,24,341
2684,4,179,341
2685,2,143,341
2686,17,20,341
2687,20,81,341
2688,16,52,341
2689,17,15,289
2690,1,164,289
2691,1,7,289
2692,1,18,289
2693,16,52,289
2694,2,11,289
2695,2,119,289
2696,17,15,289
2697,4,19,289
2698,13,4,289
2699,7,157,246
2700,6,13,246
2701,13,4,246
2702,7,29,246
2703,16,52,246
2704,7,29,246
2705,13,4,246
2706,7,66,246
2707,19,75,246
2708,13,4,246
2709,1,18,278
2710,0,146,278
2711,4,19,278
2712,4,19,278
2713,4,19,278
2714,13,4,278
2715,0,145,278
2716,5,155,278
2717,8,71,278
2718,6,13,278
2719,12,23,328
2720,12,23,328
2721,12,23,328
2722,17,15,328
2723,16,52,328
2724,12,131,328
2725,7,86,328
2726,8,56,328
2727,13,4,328
2728,8,140,328
2729,12,78,329
2730,20,81,329
2731,13,4,329
2732,20,81,329
2733,13,4,329
2734,8,56,329
2735,12,131,329
2736,12,131,329
2737,5,159,329
2738,20,0,329
2739,9,95,273
2740,5,44,273
2741,10,27,273
2742,0,5,273
2743,2,12,273
2744,9,92,273
2745,3,24,273
2746,8,56,273
2747,8,56,273
2748,4,179,273
2749,8,71,290
2750,4,19,290
2751,0,145,290
2752,16,52,290
2753,6,13,290
2754,13,4,290
2755,4,37,290
2756,12,78,290
2757,4,179,290
2758,5,155,290
2759,8,56,439
2760,6,13,439
2761,4,19,439
2762,7,138,439
2763,0,145,439
2764,1,18,439
2765,13,172,439
2766,1,18,439
2767,2,1,439
2768,20,177,439
2769,4,19,323
2770,16,52,323
2771,13,4,323
2772,7,157,323
2773,16,52,323
2774,4,19,323
2775,20,0,323
2776,3,24,323
2777,8,140,323
2778,8,56,323
2779,13,156,319
2780,9,93,319
2781,1,18,319
2782,13,57,319
2783,4,19,319
2784,4,19,319
2785,1,7,319
2786,1,18,319
2787,13,64,319
2788,12,23,319
2789,7,29,315
2790,13,64,315
2791,7,29,315
2792,13,64,315
2793,7,29,315
2794,3,24,315
2795,9,153,315
2796,12,55,315
2797,20,0,315
2798,3,24,315
2799,1,7,242
2800,10,124,242
2801,13,4,242
2802,19,75,242
2803,12,78,242
2804,13,64,242
2805,6,79,242
2806,12,120,242
2807,0,145,242
2808,12,55,242
2809,5,155,357
2810,0,145,357
2811,13,64,357
2812,8,56,357
2813,13,49,357
2814,3,24,357
2815,16,52,357
2816,6,13,357
2817,12,127,357
2818,8,71,357
2819,13,150,303
2820,1,7,303
2821,5,159,303
2822,1,18,303
2823,0,148,303
2824,0,146,303
2825,13,154,303
2826,4,19,303
2827,5,159,303
2828,12,74,303
2829,0,145,358
2830,8,56,358
2831,16,52,358
2832,16,52,358
2833,11,117,358
2834,17,15,358
2835,7,157,358
2836,8,9,358
2837,2,119,358
2838,12,78,358
2839,13,156,365
2840,0,146,365
2841,8,56,365
2842,5,159,365
2843,5,155,365
2844,0,146,365
2845,13,4,365
2846,12,74,365
2847,0,145,365
2848,12,78,365
2849,13,57,336
2850,17,15,336
2851,4,19,336
2852,8,140,336
2853,3,24,336
2854,1,18,336
2855,4,19,336
2856,4,19,336
2857,20,81,336
2858,7,157,336
2859,13,64,298
2860,4,37,298
2861,4,19,298
2862,4,19,298
2863,16,52,298
2864,20,81,272
2865,4,19,272
2866,12,170,272
2867,3,24,272
2868,0,145,272
2869,2,119,272
2870,16,52,272
2871,16,61,272
2872,20,177,272
2873,9,72,272
2874,13,64,295
2875,0,146,295
2876,8,56,295
2877,5,155,295
2878,11,117,295
2879,3,24,295
2880,1,7,295
2881,18,165,295
2882,10,27,320
2883,12,23,320
2884,8,56,320
2885,0,145,320
2886,16,52,320
2887,5,155,320
2888,16,52,320
2889,12,170,320
2890,0,145,320
2891,4,19,320
2892,13,172,307
2893,12,131,307
2894,0,146,307
2895,12,131,307
2896,16,52,307
2897,8,140,307
2898,5,155,307
2899,4,19,307
2900,3,24,307
2901,11,115,307
2902,16,52,247
2903,16,52,247
2904,5,159,247
2905,13,49,247
2906,6,32,247
2907,16,52,247
2908,16,59,247
2909,16,59,247
2910,3,24,247
2911,13,49,247
2912,19,75,251
2913,0,145,251
2914,1,7,251
2915,1,18,251
2916,7,48,251
2917,19,174,249
2918,10,181,249
2919,11,118,249
2920,1,18,249
2921,20,81,249
2922,7,157,249
2923,16,52,249
2924,2,11,288
2925,8,56,288
2926,3,24,288
2927,4,19,288
2928,0,145,288
2929,20,81,288
2930,9,93,288
2931,7,157,288
2932,1,18,288
2933,9,92,288
2934,10,124,243
2935,5,155,243
2936,12,23,243
2937,0,144,243
2938,11,116,243
2939,0,146,243
2940,8,71,243
2941,10,27,243
2942,3,24,243
2943,3,24,243
2944,5,155,373
2945,4,19,373
2946,7,157,373
2947,19,174,373
2948,1,18,373
2949,0,145,373
2950,13,64,373
2951,10,94,373
2952,10,94,373
2953,20,177,373
2954,12,23,265
2955,18,165,265
2956,4,36,265
2957,4,36,265
2958,1,8,299
2959,1,7,299
2960,18,165,299
2961,8,56,299
2962,11,115,299
2963,4,179,299
2964,8,90,299
2965,4,19,299
2966,11,112,299
2967,10,27,299
2968,1,7,277
2969,3,24,448
2970,6,13,448
2971,0,146,448
2972,8,56,448
2973,8,56,448
2974,1,7,448
2975,9,93,448
2976,8,56,448
2977,0,145,448
2978,12,78,448
2979,4,179,462
2980,11,118,462
2981,3,24,462
2982,0,145,462
2983,12,78,462
2984,12,78,462
2985,11,112,462
2986,11,118,462
2987,3,24,462
2988,11,117,462
2989,5,42,445
2990,13,4,445
2991,13,156,445
2992,11,117,445
2993,12,131,445
2994,16,52,445
2995,11,116,445
2996,13,154,445
2997,11,118,445
2998,19,174,445
2999,6,13,530
3000,4,179,530
3001,6,13,530
3002,1,164,530
3003,4,19,530
3004,12,128,530
3005,16,52,530
3006,3,24,530
3007,17,15,530
3008,1,7,530
3009,8,56,414
3010,13,4,414
3011,20,177,414
3012,5,44,414
3013,8,56,414
3014,12,78,414
3015,10,96,414
3016,13,64,414
3017,8,56,414
3018,16,52,414
3019,3,24,473
3020,11,116,473
3021,1,7,473
3022,13,4,473
3023,3,24,473
3024,3,24,473
3025,2,11,473
3026,13,4,473
3027,4,179,473
3028,3,24,473
3029,12,131,502
3030,9,72,502
3031,3,24,502
3032,13,57,502
3033,13,64,502
3034,7,157,502
3035,13,64,502
3036,4,19,502
3037,8,56,502
3038,13,64,502
3039,13,4,475
3040,4,179,475
3041,13,64,475
3042,11,117,475
3043,13,64,475
3044,12,78,475
3045,6,13,475
3046,4,19,475
3047,2,125,475
3048,13,4,475
3049,16,52,436
3050,18,165,436
3051,7,157,436
3052,13,4,436
3053,1,7,436
3054,16,52,436
3055,13,64,436
3056,13,4,436
3057,1,18,436
3058,13,156,436
3059,11,118,474
3060,3,24,474
3061,4,19,474
3062,4,19,474
3063,7,29,474
3064,3,24,474
3065,6,33,474
3066,4,179,474
3067,1,7,474
3068,16,162,474
3069,13,4,423
3070,0,145,423
3071,16,52,423
3072,3,24,423
3073,3,24,423
3074,8,56,423
3075,7,157,423
3076,12,78,423
3077,0,145,423
3078,16,52,423
3079,11,118,438
3080,2,12,438
3081,4,179,438
3082,4,19,438
3083,4,19,438
3084,10,124,438
3085,8,71,438
3086,5,44,438
3087,4,19,438
3088,4,179,438
3089,6,13,490
3090,11,116,490
3091,11,114,490
3092,12,127,490
3093,1,7,490
3094,16,52,490
3095,12,141,490
3096,11,117,490
3097,3,24,490
3098,11,115,490
3099,0,145,503
3100,17,15,503
3101,0,145,503
3102,3,24,503
3103,2,1,503
3104,13,4,503
3105,0,145,503
3106,3,24,503
3107,4,19,503
3108,13,4,503
3109,0,145,479
3110,12,128,479
3111,16,52,479
3112,14,68,479
3113,1,18,479
3114,1,7,479
3115,16,160,479
3116,4,19,479
3117,1,7,479
3118,6,13,479
3119,17,15,460
3120,13,4,460
3121,5,155,460
3122,16,16,460
3123,12,23,460
3124,4,19,460
3125,4,19,460
3126,12,74,460
3127,5,44,460
3128,13,154,460
3129,3,24,457
3130,4,19,457
3131,0,145,457
3132,11,111,457
3133,11,118,457
3134,11,118,457
3135,11,118,457
3136,3,24,457
3137,3,24,457
3138,3,24,457
3139,3,24,421
3140,13,64,421
3141,7,157,421
3142,12,78,421
3143,8,56,421
3144,6,13,421
3145,7,48,421
3146,5,159,421
3147,9,147,421
3148,4,179,421
3149,13,64,399
3150,13,172,399
3151,12,78,399
3152,12,78,399
3153,0,145,399
3154,6,13,399
3155,12,78,399
3156,3,24,399
3157,16,59,399
3158,16,52,433
3159,2,119,433
3160,16,52,433
3161,0,145,433
3162,16,52,433
3163,8,90,433
3164,12,23,433
3165,12,171,433
3166,7,29,433
3167,6,32,433
3168,11,116,437
3169,7,157,437
3170,4,179,437
3171,13,156,437
3172,11,116,437
3173,6,13,437
3174,16,52,437
3175,12,131,437
3176,6,13,437
3177,17,15,437
3178,13,64,504
3179,11,115,504
3180,2,119,504
3181,5,159,504
3182,1,18,504
3183,16,52,504
3184,8,89,504
3185,7,29,504
3186,4,19,504
3187,13,172,455
3188,12,128,455
3189,11,118,455
3190,11,116,455
3191,11,115,455
3192,4,179,455
3193,4,179,455
3194,8,56,401
3195,16,52,401
3196,0,146,401
3197,2,119,401
3198,4,179,401
3199,0,145,401
3200,5,44,401
