source,target,weight
4525,4582,9.378064252581536
2118,2147,7.605934603027303
5375,5544,6.184595635813557
4448,5502,10.378921000136796
3277,4582,9.536819248258803
5453,5509,11.182273716945907
5453,5509,11.182273716945907
5386,5546,9.41809277936188
5355,5453,10.19949961113916
5439,5355,9.823200559728628
5551,5439,10.044708852136708
3492,4590,5.39970096740581
3492,4525,7.420602009106891
4590,4525,6.063918539465443
5560,5546,8.659902845085245
5560,5386,9.741004311409872
5546,5386,9.41809277936188
5355,5453,10.19949961113916
4598,5375,8.227978194262157
5560,5545,9.32454634562714
5560,5546,8.659902845085245
5545,5546,8.245358403270485
5545,5546,8.245358403270485
5439,5355,9.823200559728628
5578,5551,10.732543547556602
5545,5560,9.32454634562714
4590,4525,6.063918539465443
5551,5439,10.044708852136708
5418,5326,9.456407638596382
5578,5551,10.732543547556602
5418,5326,9.456407638596382
4611,3492,5.191296001292565
5386,5560,9.741004311409872
1189,1207,8.258516361669844
1189,1207,8.258516361669844
4611,4590,6.129679875890679
4611,3492,5.191296001292565
4590,3492,5.39970096740581
4448,5502,10.378921000136796
5457,5456,9.516088377667034
5457,5456,9.516088377667034
4598,5375,8.227978194262157
5255,5421,9.105362098769396
5426,4598,7.485254078108336
5576,5328,11.206403924959949
5328,5576,11.206403924959949
615,565,11.169372961964047
5426,4598,7.485254078108336
4590,4611,6.129679875890679
4448,5576,7.031102808586929
4448,5576,7.031102808586929
5254,5468,10.37404090594858
5421,5255,9.105362098769396
4502,4518,8.809349935611802
5468,5254,10.37404090594858
4518,4502,8.809349935611802
5468,5267,9.020224251175303
5267,5468,9.020224251175303
615,565,11.169372961964047
5471,5262,11.465969757908438
5513,5497,11.656342063520816
5513,5519,9.825918081842786
5513,5497,11.656342063520816
5519,5497,9.675591589009604
5519,5497,9.675591589009604
5471,5262,11.465969757908438
5519,5513,9.825918081842786
1166,1310,8.317975756174405
922,731,9.920921823991751
731,922,9.920921823991751
5263,5487,9.965349041193544
5263,5179,12.323357511875136
5487,5179,10.245436924866034
5487,5263,9.965349041193544
719,615,6.236165967816598
1166,1310,8.317975756174405
5179,5263,12.323357511875136
615,1389,5.246205784413121
719,1389,5.070126828967779
719,615,6.236165967816598
1389,615,5.246205784413121
5533,5626,7.671380802884811
719,1389,5.070126828967779
5482,5519,7.536606484968222
917,719,6.828960589852575
5404,5482,8.979105554015051
5482,5519,7.536606484968222
1446,1209,8.702167405293356
917,719,6.828960589852575
1446,1209,8.702167405293356
755,971,8.031663647025578
5407,5464,8.115823052177548
5533,5626,7.671380802884811
5464,5407,8.115823052177548
971,755,8.031663647025578
5482,5404,8.979105554015051
5482,5573,8.638091340955198
5490,5428,11.811199275632838
5573,5482,8.638091340955198
5428,5490,11.811199275632838
5487,5179,10.245436924866034
5257,5428,11.342262390361814
5257,5428,11.342262390361814
5428,5573,8.924803771527708
5428,5573,8.924803771527708
1345,793,9.746181310836963
1232,1280,6.728352909826597
971,1232,6.239804800291261
1232,971,6.239804800291261
1232,1280,6.728352909826597
867,821,6.285820540257943
5485,5464,5.696514616407698
5464,5485,5.696514616407698
1164,973,11.11047348637433
5434,5618,10.6237440719936
973,1164,11.11047348637433
821,867,6.285820540257943
799,821,8.058245068361384
799,821,8.058245068361384
793,1345,9.746181310836963
5434,5574,9.461748586628326
5434,5618,10.6237440719936
5574,5618,9.60721533189428
799,662,8.121961880527303
5521,5434,9.338516326253789
5434,5521,9.338516326253789
5574,5434,9.461748586628326
5574,5618,9.60721533189428
662,799,8.121961880527303
5436,5586,7.4879294374197425
884,782,9.555791900551364
1319,1217,8.708398303279795
1319,1217,8.708398303279795
774,949,10.21546174727514
774,949,10.21546174727514
845,817,7.7833598057629025
773,817,7.702556749323219
773,845,11.794873160790956
817,845,7.7833598057629025
773,817,7.702556749323219
782,884,9.555791900551364
757,749,13.7160442056396
749,687,12.077304606897314
901,807,11.557671344879587
789,651,10.129949013310403
812,1227,11.609388406273132
807,901,11.557671344879587
1450,1313,7.950750236902295
739,789,9.757843950821217
789,651,10.129949013310403
759,812,11.387053518700016
759,1227,10.980087496218871
759,812,11.387053518700016
1227,812,11.609388406273132
759,1227,10.980087496218871
845,773,11.794873160790956
749,687,12.077304606897314
789,882,10.28909914713038
875,776,10.125137662911715
776,875,10.125137662911715
749,757,13.7160442056396
789,739,9.757843950821217
882,789,10.28909914713038
721,739,8.919777073669758
1313,1450,7.950750236902295
721,739,8.919777073669758
585,637,9.511310901560757
1423,1313,8.931325701835028
714,842,11.061499143096611
585,637,9.511310901560757
714,842,11.061499143096611
656,585,8.491998857279059
811,776,7.397411190811842
811,776,7.397411190811842
656,585,8.491998857279059
1423,1313,8.931325701835028
5572,5567,6.249248051604578
1131,1210,8.33626639879504
1131,1210,8.33626639879504
900,738,10.478616008735044
900,738,10.478616008735044
89,90,8.936654097856097
700,679,7.404271853165203
5567,5572,6.249248051604578
1126,1245,13.219508579219568
700,679,7.404271853165203
5567,5594,5.944605010086542
1245,1126,13.219508579219568
1186,1131,9.581791144588676
1186,1131,9.581791144588676
5594,5567,5.944605010086542
828,658,9.076747224138009
658,828,9.076747224138009
631,686,9.410306507682495
5586,5436,7.4879294374197425
704,631,9.734193740738656
809,707,7.294783567674866
809,707,7.294783567674866
653,606,10.201399822848051
638,707,12.012319089611928
4629,5445,6.582881183451012
638,707,12.012319089611928
709,792,9.519103578334454
658,606,8.498091134686469
658,653,8.56339457327381
658,606,8.498091134686469
653,606,10.201399822848051
631,686,9.410306507682495
89,90,8.936654097856097
4629,5445,6.582881183451012
658,653,8.56339457327381
631,704,9.734193740738656
709,792,9.519103578334454
638,677,10.371896848825228
605,709,9.951353434807531
638,677,10.371896848825228
5583,74,6.816407397275688
5583,74,6.816407397275688
605,709,9.951353434807531
860,915,10.801267316432025
860,915,10.801267316432025
1200,1438,11.143352027637189
747,930,9.75481909920077
5325,5445,8.857113009649566
750,860,9.811861304570453
750,860,9.811861304570453
1429,1419,7.367617963809526
783,632,7.004169111311447
632,783,7.004169111311447
747,930,9.75481909920077
1200,1438,11.143352027637189
1419,1184,9.7680882715432
632,844,10.64976947100222
5583,89,6.582040374799526
718,632,8.939838628471518
1445,1429,8.616997358601786
860,605,8.884323578835945
860,605,8.884323578835945
1429,1445,8.616997358601786
1429,1184,7.021086067244693
1429,1419,7.367617963809526
1184,1419,9.7680882715432
632,844,10.64976947100222
754,632,7.028307651830623
754,718,6.751309906415012
632,718,8.939838628471518
754,718,6.751309906415012
754,632,7.028307651830623
1429,648,8.206370077444452
1429,1184,7.021086067244693
648,1184,6.936633078287452
801,681,10.167289066175544
868,857,9.297654573913206
5583,89,6.582040374799526
801,681,10.167289066175544
648,1184,6.936633078287452
868,857,9.297654573913206
706,838,7.915330429751285
829,754,7.216988300346323
706,838,7.915330429751285
1234,797,7.7666363644782095
801,688,7.561382706602711
688,801,7.561382706602711
1234,797,7.7666363644782095
829,754,7.216988300346323
648,1429,8.206370077444452
818,868,6.4568928413837785
688,897,7.677199088771154
818,868,6.4568928413837785
833,688,9.932443131685451
678,805,9.301102110161684
678,805,9.301102110161684
654,678,8.417781057669151
936,893,13.61865355781042
833,897,7.421440604750106
833,688,9.932443131685451
897,688,7.677199088771154
694,916,12.9915163355026
906,833,9.261701501808226
717,829,7.162366577413981
916,762,9.64046748288118
762,916,9.64046748288118
717,829,7.162366577413981
678,654,8.417781057669151
833,897,7.421440604750106
893,678,8.56464359912067
634,694,8.468190841318519
694,916,12.9915163355026
893,936,13.61865355781042
694,634,8.468190841318519
906,833,9.261701501808226
678,893,8.56464359912067
713,702,10.341445052056086
910,744,9.130373704259563
5373,5542,11.637993090303498
586,744,7.142084191837864
5625,5542,9.734091967957944
910,586,7.263820870819456
910,744,9.130373704259563
586,744,7.142084191837864
5325,5445,8.857113009649566
5620,5542,9.96246684333692
5620,5625,11.180819402249517
5542,5625,9.734091967957944
5620,5625,11.180819402249517
586,910,7.263820870819456
5620,5373,9.86925112974098
5620,5542,9.96246684333692
5373,5542,11.637993090303498
713,702,10.341445052056086
5620,4601,7.530703610526938
5620,5373,9.86925112974098
4601,5373,7.419651811614931
1465,1346,8.573315814453187
751,932,8.243680250530765
1346,1465,8.573315814453187
932,751,8.243680250530765
4601,5620,7.530703610526938
5583,77,4.741447900401068
934,720,6.3303853640382535
77,5583,4.741447900401068
878,724,9.156054604890528
5373,4601,7.419651811614931
911,710,10.110849372403594
710,934,6.4527391670196
710,934,6.4527391670196
911,710,10.110849372403594
878,724,9.156054604890528
711,934,7.857825105534513
934,711,7.857825105534513
635,878,9.996017800123548
720,934,6.3303853640382535
823,770,12.127263687287568
78,35,4.995398280593496
689,770,11.980699012297697
689,823,12.831860841469975
770,823,12.127263687287568
78,35,4.995398280593496
770,765,9.786193657125994
689,823,12.831860841469975
1332,1277,9.804678968720252
941,711,7.168510958661435
689,765,9.726530285306715
689,770,11.980699012297697
765,770,9.786193657125994
941,711,7.168510958661435
92,68,10.129974275637489
689,765,9.726530285306715
92,68,10.129974275637489
1332,1277,9.804678968720252
697,690,7.348315642897324
584,950,9.800384893803407
635,878,9.996017800123548
950,584,9.800384893803407
5475,5425,5.781129766159455
4633,5325,6.29496721571759
697,690,7.348315642897324
1145,1144,7.202589301715062
2093,2190,10.98177952312622
2093,2190,10.98177952312622
5473,5325,5.524115073291318
1145,1144,7.202589301715062
1077,2093,7.182223969256431
2093,1077,7.182223969256431
102,70,6.748430652904197
70,102,6.748430652904197
806,758,6.474436882837953
1239,1357,8.80106462359283
1239,1357,8.80106462359283
737,950,6.0598929738804586
19,65,7.822405824417872
768,737,11.5117271384964
768,737,11.5117271384964
737,950,6.0598929738804586
5499,5515,11.809997936577275
1275,1239,8.649428233607303
742,768,12.40175527178226
742,768,12.40175527178226
65,19,7.822405824417872
806,758,6.474436882837953
5499,5515,11.809997936577275
2085,2189,8.478906178939447
839,737,8.901290956995648
1275,1239,8.649428233607303
4633,5473,5.2941131054028485
4633,5325,6.29496721571759
5473,5325,5.524115073291318
2189,2085,8.478906178939447
5425,5475,5.781129766159455
798,822,10.758848247163472
5603,5568,11.041926703366464
1140,1343,8.434320803987243
839,737,8.901290956995648
5476,5603,12.701458048884248
5596,5476,13.392259982136633
5450,5568,10.40477911901883
5568,5596,11.198668109512944
19,36,6.882434252516458
5520,5450,10.870453937986674
5617,5476,11.950809324724936
5617,5596,12.309110908975567
5476,5596,13.392259982136633
36,19,6.882434252516458
5617,5603,11.633301922753324
5617,5476,11.950809324724936
5603,5476,12.701458048884248
5450,5596,10.411873811454765
5450,5568,10.40477911901883
5596,5568,11.198668109512944
1275,1322,8.250268787033615
665,1369,7.573439531367107
822,798,10.758848247163472
5450,5617,10.309495756564546
5450,5596,10.411873811454765
5617,5596,12.309110908975567
1322,1275,8.250268787033615
5603,5568,11.041926703366464
5450,5520,10.870453937986674
837,675,14.19658814769088
814,837,14.527625210902002
5617,5450,10.309495756564546
837,675,14.19658814769088
858,839,6.683972062862331
858,839,6.683972062862331
814,837,14.527625210902002
1399,1123,6.704049268544978
1165,1221,7.655610357375043
1221,1165,7.655610357375043
1399,1123,6.704049268544978
2134,2091,12.366516075661728
2134,2091,12.366516075661728
1140,1343,8.434320803987243
1369,1375,7.930921713809322
1369,665,7.573439531367107
1369,1375,7.930921713809322
952,785,12.914252367024377
62,17,10.206839326011693
752,785,7.61274480498312
62,18,9.95817910639332
62,13,10.115820904352525
18,13,12.508513256298055
18,62,9.95817910639332
5400,5611,13.523334725438618
1204,1221,8.73320381869962
38,16,11.453946387750454
40,16,6.480844168945751
13,17,9.695861254684722
13,62,10.115820904352525
17,62,10.206839326011693
5400,5611,13.523334725438618
1204,1221,8.73320381869962
13,18,12.508513256298055
16,40,6.480844168945751
1136,1388,9.188141142866618
38,16,11.453946387750454
13,17,9.695861254684722
5617,5603,11.633301922753324
1136,1388,9.188141142866618
5402,5383,7.750640888389458
952,785,12.914252367024377
752,785,7.61274480498312
1167,1136,7.432901049413854
609,962,9.563378453608488
609,962,9.563378453608488
1183,1167,12.181875603821508
1167,1183,12.181875603821508
1136,1289,7.006415197801639
1136,1167,7.432901049413854
1289,1167,9.675789710210925
1289,1167,9.675789710210925
1276,1146,7.262886296272753
5364,5402,7.294163488654642
712,951,14.777164627286924
1289,1136,7.006415197801639
1179,666,8.5302588138632
1146,1276,7.262886296272753
666,1179,8.5302588138632
5383,77,5.458411263855751
963,1266,7.355616048592892
951,712,14.777164627286924
609,836,7.962081146319949
93,10,9.300318174083523
5402,5364,7.294163488654642
693,951,9.437935714505484
1175,1135,10.022531875263269
609,836,7.962081146319949
693,951,9.437935714505484
10,93,9.300318174083523
5580,5402,7.419323377664116
5580,5402,7.419323377664116
1218,1135,10.831638757281572
887,943,10.822297590612504
24,69,9.544669668903849
1218,666,6.88287061254311
5424,5402,7.521156836513323
781,693,10.875594354899118
943,887,10.822297590612504
5424,5536,10.524807704155007
5424,5402,7.521156836513323
5536,5402,7.584563636503997
5536,5424,10.524807704155007
5536,5402,7.584563636503997
764,872,11.607797505337045
666,1218,6.88287061254311
2083,2101,8.84136969860845
69,24,9.544669668903849
5424,5494,10.31494772592675
1175,1218,9.591474979890632
1175,1135,10.022531875263269
1218,1135,10.831638757281572
5584,5580,9.762694567101727
5494,5424,10.31494772592675
5514,5559,11.183998970191986
5514,5559,11.183998970191986
5615,5514,12.948960688378715
764,872,11.607797505337045
1228,963,6.340269979275124
5363,5331,8.165029988343539
5584,5580,9.762694567101727
781,693,10.875594354899118
1228,963,6.340269979275124
5579,5615,12.048972464082231
1266,963,7.355616048592892
5615,5514,12.948960688378715
5383,5402,7.750640888389458
2101,2083,8.84136969860845
1218,1175,9.591474979890632
5579,5615,12.048972464082231
1188,1344,7.185890481426338
1195,652,11.258878878272949
5331,5363,8.165029988343539
1197,1205,9.504722445180128
4633,5473,5.2941131054028485
652,1195,11.258878878272949
1188,1344,7.185890481426338
1197,1205,9.504722445180128
1290,1151,11.022791516262712
5597,5477,9.651868210532294
97,69,6.075608433925172
968,1344,7.482172719329299
1290,1151,11.022791516262712
69,97,6.075608433925172
699,733,9.66407144320574
699,733,9.66407144320574
5362,5331,7.289366382154925
788,808,12.734167626188624
968,1344,7.482172719329299
5383,77,5.458411263855751
99,34,7.839892621187266
808,788,12.734167626188624
1416,1356,11.174303148568908
5333,5331,7.374934716517041
954,964,9.014156446324671
1356,1274,9.777761101727265
45,26,8.331797997394089
1337,1356,11.37175839434451
1337,1416,11.474924917444453
1356,1416,11.174303148568908
5333,5362,8.10572914104363
5333,5331,7.374934716517041
5362,5331,7.289366382154925
1274,1282,7.565114193377331
1274,1356,9.777761101727265
856,955,9.21006876379792
1199,1349,11.505571438117697
32,26,7.513510277131717
32,45,6.8399782758062
26,45,8.331797997394089
1199,1349,11.505571438117697
1333,1199,11.77808693597548
26,46,8.843979262306679
1337,1356,11.37175839434451
5597,5477,9.651868210532294
5518,5597,8.547217792426
1337,1416,11.474924917444453
856,955,9.21006876379792
1237,1333,11.199515884090774
1282,1274,7.565114193377331
46,26,8.843979262306679
5518,5597,8.547217792426
5477,5363,7.472642919307415
30,32,9.244653262943505
30,45,6.594929881927903
32,45,6.8399782758062
1333,1237,11.199515884090774
964,954,9.014156446324671
5422,4599,12.176591249571672
5623,5564,10.18877042584506
4472,5422,8.419555645469076
1451,1299,10.293490273866976
1333,1199,11.77808693597548
5477,5363,7.472642919307415
5564,5623,10.18877042584506
30,45,6.594929881927903
32,26,7.513510277131717
31,32,9.4994737891017
1451,1299,10.293490273866976
25,21,9.599114682991038
21,25,9.599114682991038
1237,1198,9.74632022681054
1198,1237,9.74632022681054
32,31,9.4994737891017
1336,1451,9.919312029752897
31,43,7.787336967826622
30,32,9.244653262943505
5422,4599,12.176591249571672
1336,1451,9.919312029752897
15,41,12.425957177179797
5430,5518,8.897466641320158
957,964,6.430735893238246
5430,5518,8.897466641320158
1253,1296,7.994845152586018
1296,1178,7.409063833329755
1178,1296,7.409063833329755
31,43,7.787336967826622
41,15,12.425957177179797
804,912,9.320862893324614
41,75,9.347618320726138
31,15,7.099187546590641
5430,5378,8.910273300328058
912,804,9.320862893324614
957,964,6.430735893238246
75,73,9.175137487413938
1296,1253,7.994845152586018
75,41,9.347618320726138
15,31,7.099187546590641
1336,1352,8.568063300467088
15,48,9.379411253602283
969,1317,9.800335833590108
5378,5430,8.910273300328058
969,1317,9.800335833590108
48,15,9.379411253602283
1336,1352,8.568063300467088
816,701,7.175773435411902
5378,5621,7.911311505368079
5422,5548,8.759652748948312
5,75,8.813129146037328
5,73,9.22669135857924
5,75,8.813129146037328
73,75,9.175137487413938
5383,82,5.732164317858361
82,5383,5.732164317858361
67,5383,5.573081788604474
67,5383,5.573081788604474
67,96,5.262502900964111
5362,5333,8.10572914104363
1074,2124,13.650397684081565
5541,5462,11.419891483729057
5501,5556,13.2394017909705
5558,5581,8.376157095484759
63,73,8.748379922275571
63,5,9.441752502429958
73,5,9.22669135857924
67,96,5.262502900964111
4472,5548,7.60148890125098
4472,5422,8.419555645469076
5548,5422,8.759652748948312
1074,2124,13.650397684081565
2106,1074,10.07818367089316
735,732,11.280762354599757
5541,5462,11.419891483729057
735,732,11.280762354599757
5379,5378,8.379919722206466
33,5,9.5136388829704
33,63,10.181780178902445
33,5,9.5136388829704
63,5,9.441752502429958
5581,5259,9.729038739486448
5501,5556,13.2394017909705
5461,4552,12.222221946697337
1074,2106,10.07818367089316
1734,795,10.038349921655833
5581,4451,9.603133618650208
5581,5259,9.729038739486448
4451,5259,11.345749057896793
1352,1385,6.46087794430823
5431,5371,9.689465646112014
5431,5371,9.689465646112014
1734,795,10.038349921655833
5409,5183,11.621645191679704
5585,5409,11.486187113529231
902,1466,8.831192899103154
979,735,7.356759857603588
5432,5585,13.03485141540467
5461,4552,12.222221946697337
71,28,8.177722415061332
101,76,12.384830202797453
902,1466,8.831192899103154
1385,1352,6.46087794430823
5460,5492,9.526531109456537
